engine_id,cycle,sensor_measurement_11_kalman,sensor_measurement_12_kalman,sensor_measurement_13_kalman,sensor_measurement_15_kalman,sensor_measurement_17_kalman,sensor_measurement_20_kalman,sensor_measurement_21_kalman,sensor_measurement_2_kalman,sensor_measurement_3_kalman,sensor_measurement_4_kalman,sensor_measurement_7_kalman,sensor_measurement_8_kalman,sensor_measurement_9_kalman,operational_setting_1,operational_setting_2,rc_s11_pct1,rc_s12_pct1,rc_s13_pct1,rc_s15_pct1,rc_s17_pct1,rc_s20_pct1,rc_s21_pct1,rc_s2_pct1,rc_s3_pct1,rc_s4_pct1,rc_s7_pct1,rc_s8_pct1,rc_s9_pct1,rs_s11_rmin5,rs_s12_rmin5,rs_s13_rmin5,rs_s15_rmin5,rs_s17_rmin5,rs_s20_rmin5,rs_s21_rmin5,rs_s2_rmin5,rs_s3_rmin5,rs_s4_rmin5,rs_s7_rmin5,rs_s8_rmin5,rs_s9_rmin5,si_s11_s12_prod,si_s11_s12_ratio,si_s12_s21_prod,si_s12_s21_ratio,si_s4_s11_prod,si_s4_s11_ratio,si_s4_s12_prod,si_s4_s12_ratio,si_s4_s2_prod,si_s4_s2_ratio,si_s7_s11_prod,si_s7_s11_ratio,tr_s11_slope5,tr_s12_slope5,tr_s13_slope5,tr_s15_slope5,tr_s17_slope5,tr_s20_slope5,tr_s21_slope5,tr_s2_slope5,tr_s3_slope5,tr_s4_slope5,tr_s7_slope5,tr_s8_slope5,tr_s9_slope5
1,2,47.47275204359673,522.1200363306085,2388.0572752043595,8.382561580381472,392.90917347865576,39.00546775658493,23.38995603996367,641.828982742961,1588.1629881925523,1395.6734059945504,554.763714804723,2388.0127247956407,9054.033987284287,-0.0027,-0.0003,0.005778644991456083,0.0007667644150282094,1.1421633882013893e-05,-0.002693382622487195,0.002319320098611577,0.003743380251799433,0.0007040468891552631,-0.0018522242807984535,0.0018122792628176843,-0.0018141724100454448,0.0015593334622188149,-1.142158605349497e-05,0.00042695190082464585,47.2,521.72,2388.03,8.382561580381472,392.0,38.86,23.3735,641.828982742961,1585.29,1395.6734059945504,553.9,2388.0127247956407,9050.17,24786.475021716695,0.09092306125087449,12212.364697357169,22.32240348970829,66256.4575366214,29.399462763667675,728709.0494435388,2.6730891536037595,895783.6424108859,2.1745253697175095,26336.160275709226,11.685939637442006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,47.48580224419193,522.0481775760645,2388.0442119535637,8.412034936417717,392.9526741473064,39.04116440527967,23.402716961112347,642.1312036384116,1587.5772473391041,1398.3873779111316,554.4506230921766,2388.030577470055,9055.435378725137,0.0003,0.0001,0.00027489875841246736,-0.00013762880093437513,-5.4702418285090815e-06,0.003516032152417914,0.000110714311568616,0.0009151703786123289,0.0005455726862793053,0.0004708744908326068,-0.0003688165873421134,0.0019445608871848652,-0.0005643694859470694,7.4759544741453965e-06,0.0001547808902437886,47.2,521.72,2388.03,8.382561580381472,392.0,38.86,23.3735,641.828982742961,1585.29,1395.6734059945504,553.9,2388.0127247956407,9050.17,24789.87652231779,0.09096057468234924,12217.345739877155,22.307161106274012,66403.54648826209,29.44853644295692,730025.5821838777,2.678655798405466,897948.1701308374,2.177728429934037,26328.53264232409,11.676134694765368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,47.41822042374901,521.8287598668608,2388.046112645738,8.405357302618842,392.31145046131144,39.02764674196568,23.393188303816146,642.2326069070895,1586.441948402907,1401.025149067745,554.3256331943603,2388.030387839093,9052.10381562183,0.0042,0.0,-0.0014232005620413712,-0.0004203016476803656,7.959200105656095e-07,-0.0007938190758060015,-0.0016318089382809653,-0.00034624129479510213,-0.0004071603016023717,0.00015791674365495112,-0.000715114138918227,0.0018862950268856427,-0.00022543016927134563,-7.940893387292647e-08,-0.0003679075565085066,47.2,521.72,2388.03,8.382561580381472,392.0,38.86,23.3735,641.828982742961,1585.29,1395.6734059945504,553.9,2388.0127247956407,9050.17,24744.191158818398,0.09086931206292134,12207.238441912332,22.306867840743816,66434.11933771014,29.546135146945613,731095.216080305,2.684836974921049,899784.0338281714,2.181491774164043,26285.13506134442,11.690139955499701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,47.390859124730426,521.9099787998043,2388.042038896045,8.404786590272781,391.7270479516218,39.018128540795196,23.39819728201613,642.3027400215043,1586.6310777993772,1401.2513936441965,554.2837562620651,2388.025233195058,9050.19398935429,0.0014,0.0,-0.0005770207901957258,0.00015564288362379664,-1.7058923910129309e-06,-6.789864196288242e-05,-0.0014896391859132718,-0.0002438835534567252,0.00021412122772379583,0.00010920204558373392,0.00011921608392961858,0.00016148502159452072,-7.554572581069952e-05,-2.158533685792108e-06,-0.00021098148081821755,47.2,521.72,2388.03,8.382561580381472,391.7270479516218,38.86,23.3735,641.828982742961,1585.29,1395.6734059945504,553.9,2388.0127247956407,9050.17,24733.76228109257,0.09080274577947617,12211.752647410678,22.30556365130508,66406.50739452429,29.56796773732612,731327.0851500388,2.684852657668177,900027.6095966189,2.1816058165924725,26267.983408141947,11.696005653816433,0.032718662961311935,0.008868113586083384,0.001291523346620616,0.00219689027829301,-0.11436271141010318,0.03384360669711232,0.005262682788473712,-0.10308957928631589,0.0961115809108237,1.1434530361587059,0.03294309137673439,-0.0011870566433011167,-0.18821929538843998
1,6,47.36362375968623,521.9120644858126,2388.04993964065,8.40874380117208,391.78385674269737,38.99562403232992,23.387479288315784,642.262625548363,1585.0678169556045,1399.9773641042436,554.2704868391282,2388.019981476616,9050.353417132877,0.0012,0.0003,-0.0005746965880596422,3.9962562377038324e-06,3.308461273388019e-06,0.0004708282425489596,0.00014502136467897664,-0.0005767705758041863,-0.00045806920811730656,-6.245415228955942e-05,-0.0009852705305262166,-0.0009092084016698587,-2.393976512393703e-05,-2.1991888397021597e-06,1.7615951522831352e-05,47.36362375968623,521.8287598668608,2388.042038896045,8.382561580381472,391.7270479516218,38.99562403232992,23.387479288315784,641.828982742961,1585.0678169556045,1395.6734059945504,554.2704868391282,2388.0127247956407,9050.19398935429,24719.646657947123,0.09075019909024107,12206.207598484074,22.315875005245054,66308.00114551064,29.558071215316108,730665.076333052,2.6824008475134606,899153.1375778681,2.1797584172190385,26252.258799746585,11.702451012857217,-0.03131996872825402,-0.05541424658524294,-0.001684418493666802,0.004511609543627675,-0.3476259667601463,-0.004272331299450043,-0.0009473182391982421,0.10388219938963582,-0.7136512013623231,1.1471931952452068,-0.11533227613004582,0.0009169086950290119,-1.2602529673670564
1,7,47.354021471933336,521.9296015811964,2388.051741126893,8.405638085150716,391.64349325374275,38.96954745973691,23.388861819038784,642.2352952298177,1584.7584206042648,1400.8481055327036,554.2023539044576,2388.025356827042,9050.53903572859,-0.0,0.0002,-0.00020273549594962414,3.3601628659507554e-05,7.543754478867015e-07,-0.0003693436373849446,-0.0003582676686110231,-0.0006687050980744846,5.911413991888104e-05,-4.2553182231230835e-05,-0.00019519439359638735,0.0006219682194770204,-0.00012292361994448164,2.2509654304947446e-06,2.0509541136970455e-05,47.354021471933336,521.8287598668608,2388.042038896045,8.404786590272781,391.64349325374275,38.96954745973691,23.387479288315784,642.1312036384116,1584.7584206042648,1398.3873779111316,554.2023539044576,2388.019981476616,9050.19398935429,24715.465560113586,0.09072875216978182,12207.339330648569,22.31530570488642,66335.79126831278,29.58245280948281,731144.0935964577,2.683979029525832,899674.0966289267,2.1812069749785765,26243.710166587683,11.70338519681866,-0.03181582085800392,-0.01538473707846872,0.0018885341570717671,-0.0009407203980764773,-0.31459555057415,-0.017525660072133003,-0.003341929964749628,0.023820182408542195,-0.7011784916981895,0.3873670279642476,-0.0551684730670136,-0.002084764850406109,-1.1543084482047636
1,8,47.33112133052089,521.9551057398724,2388.053054329428,8.408128408711667,391.8591846773841,38.98233981996128,23.37829405414869,642.2837448271766,1584.1433221908733,1400.8547669645902,554.1049865409784,2388.0292752160017,9050.908080769688,0.0006,-0.0,-0.0004835944382468593,4.886513161683759e-05,5.499053945534627e-07,0.00029626823516815115,0.0005507340919912451,0.00032826555755072206,-0.00045182895054307615,7.543901389239771e-05,-0.0003881338665845391,4.755284930935133e-06,-0.00017568919148969186,1.6408489753594324e-06,4.0776028879641046e-05,47.33112133052089,521.8287598668608,2388.042038896045,8.404786590272781,391.64349325374275,38.96954745973691,23.37829405414869,642.2326069070895,1584.1433221908733,1399.9773641042436,554.1049865409784,2388.019981476616,9050.19398935429,24704.720438858756,0.09068044513795671,12202.419945051008,22.32648389702527,66304.02694163959,29.59690638179042,731183.298017207,2.683860645407187,899746.2456850188,2.1810528107659444,26226.41034781769,11.706990474017582,-0.021103583925336393,0.02723145274148479,0.00235855982252493,0.0006393707063579152,-0.09880862657338182,-0.013919492506710651,-0.003912396231228962,0.003483104848802043,-0.6469909619179318,-0.07440523178020857,-0.05226956643716468,-0.00021016142000619667,-0.20464233299809068
1,9,47.336742085961276,521.9659333305719,2388.0526127598223,8.412056651925855,391.73497088574953,38.9993501525146,23.38896430540047,642.2253747501064,1585.4656729746312,1402.50653235682,554.1606485922629,2388.0337171503356,9050.567169018008,-0.0036,0.0,0.00011875390403570663,2.074429501797148e-05,-1.8490778708191158e-07,0.00046719591129451565,-0.00031698578594463456,0.00043635996792090737,0.00045641701772880516,-9.087895737713847e-05,0.0008347418855567668,0.0011791125184295037,0.00010045398008773354,1.8600837017324068e-06,-3.766602739063707e-05,47.33112133052089,521.9099787998043,2388.042038896045,8.404786590272781,391.64349325374275,38.96954745973691,23.37829405414869,642.2253747501064,1584.1433221908733,1399.9773641042436,554.1049865409784,2388.019981476616,9050.19398935429,24708.166763727342,0.090689332508568,12208.242583303789,22.316761294558518,66390.08999605068,29.62828598998078,732060.6311638515,2.6869694798043136,900725.2833323309,2.1838229809940835,26232.159696600967,11.70677626242071,-0.014073650670367503,0.015495031559487676,0.002426241633436033,0.0013924730845730213,0.009117380294201227,-0.005084098892986841,-0.002765118739843029,-0.013361126398202684,-0.32553044142230264,0.33876802855925575,-0.041171563775489854,0.002626164993929927,0.13010229642511562
1,10,47.31040265712621,521.9704941067306,2388.053601748457,8.41168759699351,391.63657448395037,38.98203301815406,23.388031938410535,642.2045734957475,1585.4367991170668,1401.9888888981093,554.1766271150842,2388.034558285423,9050.752299606937,-0.0025,-0.0001,-0.0005564267348021623,8.737689315418962e-06,4.1414022011743157e-07,-4.38721406210707e-05,-0.0002511810512517698,-0.000444036485039323,-3.986354324037045e-05,-3.238933741456229e-05,-1.8211594269401665e-05,-0.00036908452600270536,2.883373776518816e-05,3.522291502910946e-07,2.045513673021304e-05,47.31040265712621,521.9120644858126,2388.04993964065,8.405638085150716,391.63657448395037,38.96954745973691,23.37829405414869,642.2045734957475,1584.1433221908733,1399.9773641042436,554.1049865409784,2388.019981476616,9050.353417132877,24694.63425132855,0.09063807857202816,12207.862587076143,22.317845959902687,66328.65885458654,29.63383970875869,731796.8330702924,2.685954291913358,900363.6764405872,2.183087674487564,26218.31937198272,11.713631590316012,-0.01237215910920757,0.015319099121091065,0.0008195848543821737,0.0012306158417994626,-0.020308688548754936,0.0002620664425950147,0.00012077865511791645,-0.012602458494213866,0.14452166932913174,0.5681476411847874,-0.022942476028275708,0.0037513940906124996,0.0825898237529795
1,11,47.30028954140011,521.9679163402677,2388.054406526068,8.409198695936139,391.5565055950035,38.99183977253763,23.38461925974012,642.183873299169,1584.8825081141883,1402.2204654442526,554.2411996003896,2388.035242748987,9050.867728755782,0.0007,-0.0004,-0.0002137609311717581,-4.938529077791465e-06,3.3700148538429175e-07,-0.0002958860548102349,-0.00020444691370402612,0.00025157113737495074,-0.00014591559817433986,-3.223302578769793e-05,-0.00034961406420430663,0.00016517716222796963,0.0001165196836998561,2.8662213513719337e-07,1.275354191832001e-05,47.30028954140011,521.9296015811964,2388.051741126893,8.405638085150716,391.5565055950035,38.96954745973691,23.37829405414869,642.183873299169,1584.1433221908733,1400.8481055327036,554.1049865409784,2388.025356827042,9050.53903572859,24689.233574215974,0.09061915121726627,12206.020989417044,22.32099272357657,66325.43401638998,29.645071500396277,731914.0945976169,2.686411217141081,900483.3697183537,2.1835186521275527,26215.76921687136,11.71750120293204,-0.01281825344611104,0.009201788500055,0.0005878217376390696,0.001068040985268049,-0.039658551091206876,0.004427782379424091,0.00012527656645070455,-0.01820151927269075,0.15416519460402936,0.3878841756616498,0.014933196596958602,0.002505491330940305,0.050160489162247135
